,channel,clocks_per_click,control,denominator,name,notated_32nd_notes_per_beat,note,numerator,pitch,program,tempo,text,time,type,value,velocity,note_midi_value,note_velocity,note_time,note_seconds
4341,9.0,,,,,,46.0,,,,,,0,note_on,,111.0,46.0,111.0,590900,615.5208333333334
4342,9.0,,,,,,38.0,,,,,,0,note_on,,127.0,38.0,127.0,590900,615.5208333333334
4343,9.0,,,,,,46.0,,,,,,120,note_off,,80.0,46.0,80.0,591020,615.6458333333334
4344,9.0,,,,,,38.0,,,,,,0,note_off,,80.0,38.0,80.0,591020,615.6458333333334
4345,9.0,,,,,,57.0,,,,,,0,note_on,,111.0,57.0,111.0,591020,615.6458333333334
4346,9.0,,,,,,57.0,,,,,,360,note_off,,80.0,57.0,80.0,591380,616.0208333333334
4347,9.0,,,,,,46.0,,,,,,0,note_on,,111.0,46.0,111.0,591380,616.0208333333334
4348,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,591380,616.0208333333334
4349,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,591380,616.0208333333334
4350,9.0,,,,,,46.0,,,,,,480,note_off,,80.0,46.0,80.0,591860,616.5208333333334
4351,9.0,,,,,,35.0,,,,,,0,note_off,,80.0,35.0,80.0,591860,616.5208333333334
4352,9.0,,,,,,36.0,,,,,,0,note_off,,80.0,36.0,80.0,591860,616.5208333333334
4353,9.0,,,,,,46.0,,,,,,0,note_on,,111.0,46.0,111.0,591860,616.5208333333334
4354,9.0,,,,,,38.0,,,,,,0,note_on,,127.0,38.0,127.0,591860,616.5208333333334
4355,9.0,,,,,,46.0,,,,,,480,note_off,,80.0,46.0,80.0,592340,617.0208333333334
4356,9.0,,,,,,38.0,,,,,,0,note_off,,80.0,38.0,80.0,592340,617.0208333333334
4357,9.0,,,,,,46.0,,,,,,0,note_on,,111.0,46.0,111.0,592340,617.0208333333334
4358,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,592340,617.0208333333334
4359,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,592340,617.0208333333334
4360,9.0,,,,,,46.0,,,,,,360,note_off,,80.0,46.0,80.0,592700,617.3958333333334
4361,9.0,,,,,,35.0,,,,,,0,note_off,,80.0,35.0,80.0,592700,617.3958333333334
4362,9.0,,,,,,36.0,,,,,,0,note_off,,80.0,36.0,80.0,592700,617.3958333333334
4363,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,592700,617.3958333333334
4364,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,592700,617.3958333333334
4365,9.0,,,,,,35.0,,,,,,120,note_off,,80.0,35.0,80.0,592820,617.5208333333334
4366,9.0,,,,,,36.0,,,,,,0,note_off,,80.0,36.0,80.0,592820,617.5208333333334
4367,9.0,,,,,,46.0,,,,,,0,note_on,,111.0,46.0,111.0,592820,617.5208333333334
4368,9.0,,,,,,38.0,,,,,,0,note_on,,127.0,38.0,127.0,592820,617.5208333333334
4369,9.0,,,,,,46.0,,,,,,120,note_off,,80.0,46.0,80.0,592940,617.6458333333334
4370,9.0,,,,,,38.0,,,,,,0,note_off,,80.0,38.0,80.0,592940,617.6458333333334
4371,9.0,,,,,,57.0,,,,,,0,note_on,,111.0,57.0,111.0,592940,617.6458333333334
4372,9.0,,,,,,57.0,,,,,,360,note_off,,80.0,57.0,80.0,593300,618.0208333333334
4373,9.0,,,,,,46.0,,,,,,0,note_on,,111.0,46.0,111.0,593300,618.0208333333334
4374,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,593300,618.0208333333334
4375,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,593300,618.0208333333334
4376,9.0,,,,,,46.0,,,,,,480,note_off,,80.0,46.0,80.0,593780,618.5208333333334
4377,9.0,,,,,,35.0,,,,,,0,note_off,,80.0,35.0,80.0,593780,618.5208333333334
4378,9.0,,,,,,36.0,,,,,,0,note_off,,80.0,36.0,80.0,593780,618.5208333333334
4379,9.0,,,,,,46.0,,,,,,0,note_on,,111.0,46.0,111.0,593780,618.5208333333334
4380,9.0,,,,,,35.0,,,,,,0,note_on,,95.0,35.0,95.0,593780,618.5208333333334
4381,9.0,,,,,,36.0,,,,,,0,note_on,,95.0,36.0,95.0,593780,618.5208333333334
4382,9.0,,,,,,46.0,,,,,,360,note_off,,80.0,46.0,80.0,594140,618.8958333333334
4383,9.0,,,,,,35.0,,,,,,0,note_off,,80.0,35.0,80.0,594140,618.8958333333334
4384,9.0,,,,,,36.0,,,,,,0,note_off,,80.0,36.0,80.0,594140,618.8958333333334
4385,9.0,,,,,,46.0,,,,,,0,note_on,,111.0,46.0,111.0,594140,618.8958333333334
4386,9.0,,,,,,35.0,,,,,,0,note_on,,95.0,35.0,95.0,594140,618.8958333333334
4387,9.0,,,,,,36.0,,,,,,0,note_on,,95.0,36.0,95.0,594140,618.8958333333334
4388,9.0,,,,,,46.0,,,,,,240,note_off,,80.0,46.0,80.0,594380,619.1458333333334
4389,9.0,,,,,,35.0,,,,,,0,note_off,,80.0,35.0,80.0,594380,619.1458333333334
4390,9.0,,,,,,36.0,,,,,,0,note_off,,80.0,36.0,80.0,594380,619.1458333333334
4391,9.0,,,,,,46.0,,,,,,0,note_on,,111.0,46.0,111.0,594380,619.1458333333334
4392,9.0,,,,,,35.0,,,,,,0,note_on,,95.0,35.0,95.0,594380,619.1458333333334
4393,9.0,,,,,,36.0,,,,,,0,note_on,,95.0,36.0,95.0,594380,619.1458333333334
4394,9.0,,,,,,46.0,,,,,,240,note_off,,80.0,46.0,80.0,594620,619.3958333333334
4395,9.0,,,,,,35.0,,,,,,0,note_off,,80.0,35.0,80.0,594620,619.3958333333334
4396,9.0,,,,,,36.0,,,,,,0,note_off,,80.0,36.0,80.0,594620,619.3958333333334
4397,9.0,,,,,,35.0,,,,,,0,note_on,,95.0,35.0,95.0,594620,619.3958333333334
4398,9.0,,,,,,36.0,,,,,,0,note_on,,95.0,36.0,95.0,594620,619.3958333333334
4399,9.0,,,,,,35.0,,,,,,120,note_off,,80.0,35.0,80.0,594740,619.5208333333334
4400,9.0,,,,,,36.0,,,,,,0,note_off,,80.0,36.0,80.0,594740,619.5208333333334
4401,9.0,,,,,,57.0,,,,,,0,note_on,,111.0,57.0,111.0,594740,619.5208333333334
4402,9.0,,,,,,35.0,,,,,,0,note_on,,95.0,35.0,95.0,594740,619.5208333333334
4403,9.0,,,,,,36.0,,,,,,0,note_on,,95.0,36.0,95.0,594740,619.5208333333334
4404,9.0,,,,,,57.0,,,,,,480,note_off,,80.0,57.0,80.0,595220,620.0208333333334
4405,9.0,,,,,,35.0,,,,,,0,note_off,,80.0,35.0,80.0,595220,620.0208333333334
4406,9.0,,,,,,36.0,,,,,,0,note_off,,80.0,36.0,80.0,595220,620.0208333333334
4407,9.0,,,,,,57.0,,,,,,0,note_on,,95.0,57.0,95.0,595220,620.0208333333334
4408,9.0,,,,,,35.0,,,,,,0,note_on,,95.0,35.0,95.0,595220,620.0208333333334
4409,9.0,,,,,,36.0,,,,,,0,note_on,,95.0,36.0,95.0,595220,620.0208333333334
4410,9.0,,,,,,57.0,,,,,,480,note_off,,80.0,57.0,80.0,595700,620.5208333333334
4411,9.0,,,,,,35.0,,,,,,0,note_off,,80.0,35.0,80.0,595700,620.5208333333334
4412,9.0,,,,,,36.0,,,,,,0,note_off,,80.0,36.0,80.0,595700,620.5208333333334
4413,9.0,,,,,,57.0,,,,,,0,note_on,,95.0,57.0,95.0,595700,620.5208333333334
4414,9.0,,,,,,35.0,,,,,,0,note_on,,95.0,35.0,95.0,595700,620.5208333333334
4415,9.0,,,,,,36.0,,,,,,0,note_on,,95.0,36.0,95.0,595700,620.5208333333334
4416,9.0,,,,,,57.0,,,,,,480,note_off,,80.0,57.0,80.0,596180,621.0208333333334
4417,9.0,,,,,,35.0,,,,,,0,note_off,,80.0,35.0,80.0,596180,621.0208333333334
4418,9.0,,,,,,36.0,,,,,,0,note_off,,80.0,36.0,80.0,596180,621.0208333333334
4419,9.0,,,,,,57.0,,,,,,0,note_on,,95.0,57.0,95.0,596180,621.0208333333334
4420,9.0,,,,,,35.0,,,,,,0,note_on,,95.0,35.0,95.0,596180,621.0208333333334
4421,9.0,,,,,,36.0,,,,,,0,note_on,,95.0,36.0,95.0,596180,621.0208333333334
4422,9.0,,,,,,57.0,,,,,,480,note_off,,80.0,57.0,80.0,596660,621.5208333333334
4423,9.0,,,,,,35.0,,,,,,0,note_off,,80.0,35.0,80.0,596660,621.5208333333334
4424,9.0,,,,,,36.0,,,,,,0,note_off,,80.0,36.0,80.0,596660,621.5208333333334
4425,9.0,,,,,,57.0,,,,,,0,note_on,,95.0,57.0,95.0,596660,621.5208333333334
4426,9.0,,,,,,35.0,,,,,,0,note_on,,95.0,35.0,95.0,596660,621.5208333333334
4427,9.0,,,,,,36.0,,,,,,0,note_on,,95.0,36.0,95.0,596660,621.5208333333334
4428,9.0,,,,,,57.0,,,,,,480,note_off,,80.0,57.0,80.0,597140,622.0208333333334
4429,9.0,,,,,,35.0,,,,,,0,note_off,,80.0,35.0,80.0,597140,622.0208333333334
4430,9.0,,,,,,36.0,,,,,,0,note_off,,80.0,36.0,80.0,597140,622.0208333333334
4431,9.0,,,,,,57.0,,,,,,0,note_on,,95.0,57.0,95.0,597140,622.0208333333334
4432,9.0,,,,,,35.0,,,,,,0,note_on,,95.0,35.0,95.0,597140,622.0208333333334
4433,9.0,,,,,,36.0,,,,,,0,note_on,,95.0,36.0,95.0,597140,622.0208333333334
4434,9.0,,,,,,57.0,,,,,,480,note_off,,80.0,57.0,80.0,597620,622.5208333333334
4435,9.0,,,,,,35.0,,,,,,0,note_off,,80.0,35.0,80.0,597620,622.5208333333334
4436,9.0,,,,,,36.0,,,,,,0,note_off,,80.0,36.0,80.0,597620,622.5208333333334
4437,9.0,,,,,,57.0,,,,,,0,note_on,,95.0,57.0,95.0,597620,622.5208333333334
4438,9.0,,,,,,35.0,,,,,,0,note_on,,95.0,35.0,95.0,597620,622.5208333333334
4439,9.0,,,,,,36.0,,,,,,0,note_on,,95.0,36.0,95.0,597620,622.5208333333334
4440,9.0,,,,,,57.0,,,,,,480,note_off,,80.0,57.0,80.0,598100,623.0208333333334
4441,9.0,,,,,,35.0,,,,,,0,note_off,,80.0,35.0,80.0,598100,623.0208333333334
4442,9.0,,,,,,36.0,,,,,,0,note_off,,80.0,36.0,80.0,598100,623.0208333333334
4443,9.0,,,,,,57.0,,,,,,0,note_on,,95.0,57.0,95.0,598100,623.0208333333334
4444,9.0,,,,,,35.0,,,,,,0,note_on,,95.0,35.0,95.0,598100,623.0208333333334
4445,9.0,,,,,,36.0,,,,,,0,note_on,,95.0,36.0,95.0,598100,623.0208333333334
4446,9.0,,,,,,57.0,,,,,,480,note_off,,80.0,57.0,80.0,598580,623.5208333333334
4447,9.0,,,,,,35.0,,,,,,0,note_off,,80.0,35.0,80.0,598580,623.5208333333334
4448,9.0,,,,,,36.0,,,,,,0,note_off,,80.0,36.0,80.0,598580,623.5208333333334
4449,9.0,,,,,,57.0,,,,,,0,note_on,,95.0,57.0,95.0,598580,623.5208333333334
4450,9.0,,,,,,35.0,,,,,,0,note_on,,95.0,35.0,95.0,598580,623.5208333333334
4451,9.0,,,,,,36.0,,,,,,0,note_on,,95.0,36.0,95.0,598580,623.5208333333334
4452,9.0,,,,,,57.0,,,,,,480,note_off,,80.0,57.0,80.0,599060,624.0208333333334
4453,9.0,,,,,,35.0,,,,,,0,note_off,,80.0,35.0,80.0,599060,624.0208333333334
4454,9.0,,,,,,36.0,,,,,,0,note_off,,80.0,36.0,80.0,599060,624.0208333333334
4455,9.0,,,,,,57.0,,,,,,0,note_on,,95.0,57.0,95.0,599060,624.0208333333334
4456,9.0,,,,,,35.0,,,,,,0,note_on,,95.0,35.0,95.0,599060,624.0208333333334
4457,9.0,,,,,,36.0,,,,,,0,note_on,,95.0,36.0,95.0,599060,624.0208333333334
4458,9.0,,,,,,57.0,,,,,,480,note_off,,80.0,57.0,80.0,599540,624.5208333333334
4459,9.0,,,,,,35.0,,,,,,0,note_off,,80.0,35.0,80.0,599540,624.5208333333334
4460,9.0,,,,,,36.0,,,,,,0,note_off,,80.0,36.0,80.0,599540,624.5208333333334
4461,9.0,,,,,,57.0,,,,,,0,note_on,,95.0,57.0,95.0,599540,624.5208333333334
4462,9.0,,,,,,35.0,,,,,,0,note_on,,95.0,35.0,95.0,599540,624.5208333333334
4463,9.0,,,,,,36.0,,,,,,0,note_on,,95.0,36.0,95.0,599540,624.5208333333334
4464,9.0,,,,,,57.0,,,,,,480,note_off,,80.0,57.0,80.0,600020,625.0208333333334
4465,9.0,,,,,,35.0,,,,,,0,note_off,,80.0,35.0,80.0,600020,625.0208333333334
4466,9.0,,,,,,36.0,,,,,,0,note_off,,80.0,36.0,80.0,600020,625.0208333333334
4467,9.0,,,,,,57.0,,,,,,0,note_on,,95.0,57.0,95.0,600020,625.0208333333334
4468,9.0,,,,,,35.0,,,,,,0,note_on,,95.0,35.0,95.0,600020,625.0208333333334
4469,9.0,,,,,,36.0,,,,,,0,note_on,,95.0,36.0,95.0,600020,625.0208333333334
4470,9.0,,,,,,57.0,,,,,,480,note_off,,80.0,57.0,80.0,600500,625.5208333333334
4471,9.0,,,,,,35.0,,,,,,0,note_off,,80.0,35.0,80.0,600500,625.5208333333334
4472,9.0,,,,,,36.0,,,,,,0,note_off,,80.0,36.0,80.0,600500,625.5208333333334
4473,9.0,,,,,,57.0,,,,,,0,note_on,,95.0,57.0,95.0,600500,625.5208333333334
4474,9.0,,,,,,35.0,,,,,,0,note_on,,95.0,35.0,95.0,600500,625.5208333333334
4475,9.0,,,,,,36.0,,,,,,0,note_on,,95.0,36.0,95.0,600500,625.5208333333334
4476,9.0,,,,,,57.0,,,,,,480,note_off,,80.0,57.0,80.0,600980,626.0208333333334
4477,9.0,,,,,,35.0,,,,,,0,note_off,,80.0,35.0,80.0,600980,626.0208333333334
4478,9.0,,,,,,36.0,,,,,,0,note_off,,80.0,36.0,80.0,600980,626.0208333333334
4479,9.0,,,,,,57.0,,,,,,0,note_on,,95.0,57.0,95.0,600980,626.0208333333334
4480,9.0,,,,,,35.0,,,,,,0,note_on,,95.0,35.0,95.0,600980,626.0208333333334
4481,9.0,,,,,,36.0,,,,,,0,note_on,,95.0,36.0,95.0,600980,626.0208333333334
4482,9.0,,,,,,57.0,,,,,,480,note_off,,80.0,57.0,80.0,601460,626.5208333333334
4483,9.0,,,,,,35.0,,,,,,0,note_off,,80.0,35.0,80.0,601460,626.5208333333334
4484,9.0,,,,,,36.0,,,,,,0,note_off,,80.0,36.0,80.0,601460,626.5208333333334
4485,9.0,,,,,,57.0,,,,,,0,note_on,,95.0,57.0,95.0,601460,626.5208333333334
4486,9.0,,,,,,35.0,,,,,,0,note_on,,95.0,35.0,95.0,601460,626.5208333333334
4487,9.0,,,,,,36.0,,,,,,0,note_on,,95.0,36.0,95.0,601460,626.5208333333334
4488,9.0,,,,,,57.0,,,,,,480,note_off,,80.0,57.0,80.0,601940,627.0208333333334
4489,9.0,,,,,,35.0,,,,,,0,note_off,,80.0,35.0,80.0,601940,627.0208333333334
4490,9.0,,,,,,36.0,,,,,,0,note_off,,80.0,36.0,80.0,601940,627.0208333333334
4491,9.0,,,,,,57.0,,,,,,0,note_on,,95.0,57.0,95.0,601940,627.0208333333334
4492,9.0,,,,,,35.0,,,,,,0,note_on,,95.0,35.0,95.0,601940,627.0208333333334
4493,9.0,,,,,,36.0,,,,,,0,note_on,,95.0,36.0,95.0,601940,627.0208333333334
4494,9.0,,,,,,57.0,,,,,,480,note_off,,80.0,57.0,80.0,602420,627.5208333333334
4495,9.0,,,,,,35.0,,,,,,0,note_off,,80.0,35.0,80.0,602420,627.5208333333334
4496,9.0,,,,,,36.0,,,,,,0,note_off,,80.0,36.0,80.0,602420,627.5208333333334
4497,9.0,,,,,,57.0,,,,,,0,note_on,,95.0,57.0,95.0,602420,627.5208333333334
4498,9.0,,,,,,35.0,,,,,,0,note_on,,95.0,35.0,95.0,602420,627.5208333333334
4499,9.0,,,,,,36.0,,,,,,0,note_on,,95.0,36.0,95.0,602420,627.5208333333334
4500,9.0,,,,,,57.0,,,,,,480,note_off,,80.0,57.0,80.0,602900,628.0208333333334
4501,9.0,,,,,,35.0,,,,,,0,note_off,,80.0,35.0,80.0,602900,628.0208333333334
4502,9.0,,,,,,36.0,,,,,,0,note_off,,80.0,36.0,80.0,602900,628.0208333333334
4503,9.0,,,,,,57.0,,,,,,0,note_on,,111.0,57.0,111.0,602900,628.0208333333334
4504,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,602900,628.0208333333334
4505,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,602900,628.0208333333334
4506,9.0,,,,,,57.0,,,,,,480,note_off,,80.0,57.0,80.0,603380,628.5208333333334
4507,9.0,,,,,,35.0,,,,,,0,note_off,,80.0,35.0,80.0,603380,628.5208333333334
4508,9.0,,,,,,36.0,,,,,,0,note_off,,80.0,36.0,80.0,603380,628.5208333333334
4509,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,603380,628.5208333333334
4510,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,603380,628.5208333333334
4511,9.0,,,,,,35.0,,,,,,480,note_off,,80.0,35.0,80.0,603860,629.0208333333334
4512,9.0,,,,,,36.0,,,,,,0,note_off,,80.0,36.0,80.0,603860,629.0208333333334
4513,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,603860,629.0208333333334
4514,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,603860,629.0208333333334
4515,9.0,,,,,,35.0,,,,,,480,note_off,,80.0,35.0,80.0,604340,629.5208333333334
4516,9.0,,,,,,36.0,,,,,,0,note_off,,80.0,36.0,80.0,604340,629.5208333333334
4517,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,604340,629.5208333333334
4518,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,604340,629.5208333333334
4519,9.0,,,,,,35.0,,,,,,480,note_off,,80.0,35.0,80.0,604820,630.0208333333334
4520,9.0,,,,,,36.0,,,,,,0,note_off,,80.0,36.0,80.0,604820,630.0208333333334
4521,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,604820,630.0208333333334
4522,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,604820,630.0208333333334
4523,9.0,,,,,,35.0,,,,,,480,note_off,,80.0,35.0,80.0,605300,630.5208333333334
4524,9.0,,,,,,36.0,,,,,,0,note_off,,80.0,36.0,80.0,605300,630.5208333333334
4525,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,605300,630.5208333333334
4526,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,605300,630.5208333333334
4527,9.0,,,,,,35.0,,,,,,480,note_off,,80.0,35.0,80.0,605780,631.0208333333334
4528,9.0,,,,,,36.0,,,,,,0,note_off,,80.0,36.0,80.0,605780,631.0208333333334
4529,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,605780,631.0208333333334
4530,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,605780,631.0208333333334
4531,9.0,,,,,,35.0,,,,,,480,note_off,,80.0,35.0,80.0,606260,631.5208333333334
4532,9.0,,,,,,36.0,,,,,,0,note_off,,80.0,36.0,80.0,606260,631.5208333333334
4533,9.0,,,,,,46.0,,,,,,0,note_on,,111.0,46.0,111.0,606260,631.5208333333334
4534,9.0,,,,,,38.0,,,,,,0,note_on,,127.0,38.0,127.0,606260,631.5208333333334
4535,9.0,,,,,,46.0,,,,,,120,note_off,,80.0,46.0,80.0,606380,631.6458333333334
4536,9.0,,,,,,38.0,,,,,,0,note_off,,80.0,38.0,80.0,606380,631.6458333333334
4537,9.0,,,,,,57.0,,,,,,0,note_on,,111.0,57.0,111.0,606380,631.6458333333334
4538,9.0,,,,,,57.0,,,,,,360,note_off,,80.0,57.0,80.0,606740,632.0208333333334
4539,9.0,,,,,,57.0,,,,,,0,note_on,,111.0,57.0,111.0,606740,632.0208333333334
4540,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,606740,632.0208333333334
4541,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,606740,632.0208333333334
4542,9.0,,,,,,57.0,,,,,,480,note_off,,80.0,57.0,80.0,607220,632.5208333333334
4543,9.0,,,,,,35.0,,,,,,0,note_off,,80.0,35.0,80.0,607220,632.5208333333334
4544,9.0,,,,,,36.0,,,,,,0,note_off,,80.0,36.0,80.0,607220,632.5208333333334
4545,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,607220,632.5208333333334
4546,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,607220,632.5208333333334
4547,9.0,,,,,,35.0,,,,,,480,note_off,,80.0,35.0,80.0,607700,633.0208333333334
4548,9.0,,,,,,36.0,,,,,,0,note_off,,80.0,36.0,80.0,607700,633.0208333333334
4549,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,607700,633.0208333333334
4550,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,607700,633.0208333333334
4551,9.0,,,,,,35.0,,,,,,480,note_off,,80.0,35.0,80.0,608180,633.5208333333334
4552,9.0,,,,,,36.0,,,,,,0,note_off,,80.0,36.0,80.0,608180,633.5208333333334
4553,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,608180,633.5208333333334
4554,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,608180,633.5208333333334
4555,9.0,,,,,,35.0,,,,,,480,note_off,,80.0,35.0,80.0,608660,634.0208333333334
4556,9.0,,,,,,36.0,,,,,,0,note_off,,80.0,36.0,80.0,608660,634.0208333333334
4557,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,608660,634.0208333333334
4558,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,608660,634.0208333333334
4559,9.0,,,,,,35.0,,,,,,480,note_off,,80.0,35.0,80.0,609140,634.5208333333334
4560,9.0,,,,,,36.0,,,,,,0,note_off,,80.0,36.0,80.0,609140,634.5208333333334
4561,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,609140,634.5208333333334
4562,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,609140,634.5208333333334
4563,9.0,,,,,,35.0,,,,,,480,note_off,,80.0,35.0,80.0,609620,635.0208333333334
4564,9.0,,,,,,36.0,,,,,,0,note_off,,80.0,36.0,80.0,609620,635.0208333333334
4565,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,609620,635.0208333333334
4566,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,609620,635.0208333333334
4567,9.0,,,,,,35.0,,,,,,480,note_off,,80.0,35.0,80.0,610100,635.5208333333334
4568,9.0,,,,,,36.0,,,,,,0,note_off,,80.0,36.0,80.0,610100,635.5208333333334
4569,9.0,,,,,,46.0,,,,,,0,note_on,,111.0,46.0,111.0,610100,635.5208333333334
4570,9.0,,,,,,38.0,,,,,,0,note_on,,127.0,38.0,127.0,610100,635.5208333333334
4571,9.0,,,,,,46.0,,,,,,120,note_off,,80.0,46.0,80.0,610220,635.6458333333334
4572,9.0,,,,,,38.0,,,,,,0,note_off,,80.0,38.0,80.0,610220,635.6458333333334
4573,9.0,,,,,,57.0,,,,,,0,note_on,,111.0,57.0,111.0,610220,635.6458333333334
4574,9.0,,,,,,57.0,,,,,,360,note_off,,80.0,57.0,80.0,610580,636.0208333333334
4575,9.0,,,,,,57.0,,,,,,0,note_on,,111.0,57.0,111.0,610580,636.0208333333334
4576,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,610580,636.0208333333334
4577,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,610580,636.0208333333334
4578,9.0,,,,,,57.0,,,,,,480,note_off,,80.0,57.0,80.0,611060,636.5208333333334
4579,9.0,,,,,,35.0,,,,,,0,note_off,,80.0,35.0,80.0,611060,636.5208333333334
4580,9.0,,,,,,36.0,,,,,,0,note_off,,80.0,36.0,80.0,611060,636.5208333333334
4581,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,611060,636.5208333333334
4582,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,611060,636.5208333333334
4583,9.0,,,,,,35.0,,,,,,480,note_off,,80.0,35.0,80.0,611540,637.0208333333334
4584,9.0,,,,,,36.0,,,,,,0,note_off,,80.0,36.0,80.0,611540,637.0208333333334
4585,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,611540,637.0208333333334
4586,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,611540,637.0208333333334
4587,9.0,,,,,,35.0,,,,,,480,note_off,,80.0,35.0,80.0,612020,637.5208333333334
4588,9.0,,,,,,36.0,,,,,,0,note_off,,80.0,36.0,80.0,612020,637.5208333333334
4589,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,612020,637.5208333333334
4590,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,612020,637.5208333333334
4591,9.0,,,,,,35.0,,,,,,480,note_off,,80.0,35.0,80.0,612500,638.0208333333334
4592,9.0,,,,,,36.0,,,,,,0,note_off,,80.0,36.0,80.0,612500,638.0208333333334
4593,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,612500,638.0208333333334
4594,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,612500,638.0208333333334
4595,9.0,,,,,,35.0,,,,,,480,note_off,,80.0,35.0,80.0,612980,638.5208333333334
4596,9.0,,,,,,36.0,,,,,,0,note_off,,80.0,36.0,80.0,612980,638.5208333333334
4597,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,612980,638.5208333333334
4598,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,612980,638.5208333333334
4599,9.0,,,,,,35.0,,,,,,480,note_off,,80.0,35.0,80.0,613460,639.0208333333334
4600,9.0,,,,,,36.0,,,,,,0,note_off,,80.0,36.0,80.0,613460,639.0208333333334
4601,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,613460,639.0208333333334
4602,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,613460,639.0208333333334
4603,9.0,,,,,,35.0,,,,,,480,note_off,,80.0,35.0,80.0,613940,639.5208333333334
4604,9.0,,,,,,36.0,,,,,,0,note_off,,80.0,36.0,80.0,613940,639.5208333333334
4605,9.0,,,,,,46.0,,,,,,0,note_on,,111.0,46.0,111.0,613940,639.5208333333334
4606,9.0,,,,,,38.0,,,,,,0,note_on,,127.0,38.0,127.0,613940,639.5208333333334
4607,9.0,,,,,,46.0,,,,,,120,note_off,,80.0,46.0,80.0,614060,639.6458333333334
4608,9.0,,,,,,38.0,,,,,,0,note_off,,80.0,38.0,80.0,614060,639.6458333333334
4609,9.0,,,,,,57.0,,,,,,0,note_on,,111.0,57.0,111.0,614060,639.6458333333334
4610,9.0,,,,,,57.0,,,,,,360,note_off,,80.0,57.0,80.0,614420,640.0208333333334
4611,9.0,,,,,,57.0,,,,,,0,note_on,,111.0,57.0,111.0,614420,640.0208333333334
4612,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,614420,640.0208333333334
