,channel,clocks_per_click,control,denominator,name,notated_32nd_notes_per_beat,note,numerator,pitch,program,tempo,text,time,type,value,velocity,note_midi_value,note_velocity,note_time,note_seconds,octave,note_value,note_value_nmd,note_name,angle
4469,9.0,,,,,,36.0,,,,,,0,note_on,,95.0,36.0,95.0,600020,625.0208333333334,3.0,0.0,0,C,0
4473,9.0,,,,,,57.0,,,,,,0,note_on,,95.0,57.0,95.0,600500,625.5208333333334,4.0,9.0,3,D#,270
4474,9.0,,,,,,35.0,,,,,,0,note_on,,95.0,35.0,95.0,600500,625.5208333333334,2.0,11.0,5,F,330
4475,9.0,,,,,,36.0,,,,,,0,note_on,,95.0,36.0,95.0,600500,625.5208333333334,3.0,0.0,0,C,0
4479,9.0,,,,,,57.0,,,,,,0,note_on,,95.0,57.0,95.0,600980,626.0208333333334,4.0,9.0,3,D#,270
4480,9.0,,,,,,35.0,,,,,,0,note_on,,95.0,35.0,95.0,600980,626.0208333333334,2.0,11.0,5,F,330
4481,9.0,,,,,,36.0,,,,,,0,note_on,,95.0,36.0,95.0,600980,626.0208333333334,3.0,0.0,0,C,0
4485,9.0,,,,,,57.0,,,,,,0,note_on,,95.0,57.0,95.0,601460,626.5208333333334,4.0,9.0,3,D#,270
4486,9.0,,,,,,35.0,,,,,,0,note_on,,95.0,35.0,95.0,601460,626.5208333333334,2.0,11.0,5,F,330
4487,9.0,,,,,,36.0,,,,,,0,note_on,,95.0,36.0,95.0,601460,626.5208333333334,3.0,0.0,0,C,0
4491,9.0,,,,,,57.0,,,,,,0,note_on,,95.0,57.0,95.0,601940,627.0208333333334,4.0,9.0,3,D#,270
4492,9.0,,,,,,35.0,,,,,,0,note_on,,95.0,35.0,95.0,601940,627.0208333333334,2.0,11.0,5,F,330
4493,9.0,,,,,,36.0,,,,,,0,note_on,,95.0,36.0,95.0,601940,627.0208333333334,3.0,0.0,0,C,0
4497,9.0,,,,,,57.0,,,,,,0,note_on,,95.0,57.0,95.0,602420,627.5208333333334,4.0,9.0,3,D#,270
4498,9.0,,,,,,35.0,,,,,,0,note_on,,95.0,35.0,95.0,602420,627.5208333333334,2.0,11.0,5,F,330
4499,9.0,,,,,,36.0,,,,,,0,note_on,,95.0,36.0,95.0,602420,627.5208333333334,3.0,0.0,0,C,0
4503,9.0,,,,,,57.0,,,,,,0,note_on,,111.0,57.0,111.0,602900,628.0208333333334,4.0,9.0,3,D#,270
4504,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,602900,628.0208333333334,2.0,11.0,5,F,330
4505,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,602900,628.0208333333334,3.0,0.0,0,C,0
4509,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,603380,628.5208333333334,2.0,11.0,5,F,330
4510,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,603380,628.5208333333334,3.0,0.0,0,C,0
4513,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,603860,629.0208333333334,2.0,11.0,5,F,330
4514,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,603860,629.0208333333334,3.0,0.0,0,C,0
4517,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,604340,629.5208333333334,2.0,11.0,5,F,330
4518,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,604340,629.5208333333334,3.0,0.0,0,C,0
4521,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,604820,630.0208333333334,2.0,11.0,5,F,330
4522,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,604820,630.0208333333334,3.0,0.0,0,C,0
4525,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,605300,630.5208333333334,2.0,11.0,5,F,330
4526,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,605300,630.5208333333334,3.0,0.0,0,C,0
4529,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,605780,631.0208333333334,2.0,11.0,5,F,330
4530,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,605780,631.0208333333334,3.0,0.0,0,C,0
4533,9.0,,,,,,46.0,,,,,,0,note_on,,111.0,46.0,111.0,606260,631.5208333333334,3.0,10.0,10,A#,300
4534,9.0,,,,,,38.0,,,,,,0,note_on,,127.0,38.0,127.0,606260,631.5208333333334,3.0,2.0,2,D,60
4537,9.0,,,,,,57.0,,,,,,0,note_on,,111.0,57.0,111.0,606380,631.6458333333334,4.0,9.0,3,D#,270
4539,9.0,,,,,,57.0,,,,,,0,note_on,,111.0,57.0,111.0,606740,632.0208333333334,4.0,9.0,3,D#,270
4540,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,606740,632.0208333333334,2.0,11.0,5,F,330
4541,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,606740,632.0208333333334,3.0,0.0,0,C,0
4545,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,607220,632.5208333333334,2.0,11.0,5,F,330
4546,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,607220,632.5208333333334,3.0,0.0,0,C,0
4549,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,607700,633.0208333333334,2.0,11.0,5,F,330
4550,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,607700,633.0208333333334,3.0,0.0,0,C,0
4553,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,608180,633.5208333333334,2.0,11.0,5,F,330
4554,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,608180,633.5208333333334,3.0,0.0,0,C,0
4557,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,608660,634.0208333333334,2.0,11.0,5,F,330
4558,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,608660,634.0208333333334,3.0,0.0,0,C,0
4561,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,609140,634.5208333333334,2.0,11.0,5,F,330
4562,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,609140,634.5208333333334,3.0,0.0,0,C,0
4565,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,609620,635.0208333333334,2.0,11.0,5,F,330
4566,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,609620,635.0208333333334,3.0,0.0,0,C,0
4569,9.0,,,,,,46.0,,,,,,0,note_on,,111.0,46.0,111.0,610100,635.5208333333334,3.0,10.0,10,A#,300
4570,9.0,,,,,,38.0,,,,,,0,note_on,,127.0,38.0,127.0,610100,635.5208333333334,3.0,2.0,2,D,60
4573,9.0,,,,,,57.0,,,,,,0,note_on,,111.0,57.0,111.0,610220,635.6458333333334,4.0,9.0,3,D#,270
4575,9.0,,,,,,57.0,,,,,,0,note_on,,111.0,57.0,111.0,610580,636.0208333333334,4.0,9.0,3,D#,270
4576,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,610580,636.0208333333334,2.0,11.0,5,F,330
4577,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,610580,636.0208333333334,3.0,0.0,0,C,0
4581,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,611060,636.5208333333334,2.0,11.0,5,F,330
4582,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,611060,636.5208333333334,3.0,0.0,0,C,0
4585,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,611540,637.0208333333334,2.0,11.0,5,F,330
4586,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,611540,637.0208333333334,3.0,0.0,0,C,0
4589,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,612020,637.5208333333334,2.0,11.0,5,F,330
4590,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,612020,637.5208333333334,3.0,0.0,0,C,0
4593,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,612500,638.0208333333334,2.0,11.0,5,F,330
4594,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,612500,638.0208333333334,3.0,0.0,0,C,0
4597,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,612980,638.5208333333334,2.0,11.0,5,F,330
4598,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,612980,638.5208333333334,3.0,0.0,0,C,0
4601,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,613460,639.0208333333334,2.0,11.0,5,F,330
4602,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,613460,639.0208333333334,3.0,0.0,0,C,0
4605,9.0,,,,,,46.0,,,,,,0,note_on,,111.0,46.0,111.0,613940,639.5208333333334,3.0,10.0,10,A#,300
4606,9.0,,,,,,38.0,,,,,,0,note_on,,127.0,38.0,127.0,613940,639.5208333333334,3.0,2.0,2,D,60
4609,9.0,,,,,,57.0,,,,,,0,note_on,,111.0,57.0,111.0,614060,639.6458333333334,4.0,9.0,3,D#,270
4611,9.0,,,,,,57.0,,,,,,0,note_on,,111.0,57.0,111.0,614420,640.0208333333334,4.0,9.0,3,D#,270
4612,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,614420,640.0208333333334,2.0,11.0,5,F,330
4613,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,614420,640.0208333333334,3.0,0.0,0,C,0
4617,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,614900,640.5208333333334,2.0,11.0,5,F,330
4618,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,614900,640.5208333333334,3.0,0.0,0,C,0
4621,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,615380,641.0208333333334,2.0,11.0,5,F,330
4622,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,615380,641.0208333333334,3.0,0.0,0,C,0
4625,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,615860,641.5208333333334,2.0,11.0,5,F,330
4626,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,615860,641.5208333333334,3.0,0.0,0,C,0
4629,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,616340,642.0208333333334,2.0,11.0,5,F,330
4630,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,616340,642.0208333333334,3.0,0.0,0,C,0
4633,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,616820,642.5208333333334,2.0,11.0,5,F,330
4634,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,616820,642.5208333333334,3.0,0.0,0,C,0
4637,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,617300,643.0208333333334,2.0,11.0,5,F,330
4638,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,617300,643.0208333333334,3.0,0.0,0,C,0
4641,9.0,,,,,,46.0,,,,,,0,note_on,,111.0,46.0,111.0,617780,643.5208333333334,3.0,10.0,10,A#,300
4642,9.0,,,,,,38.0,,,,,,0,note_on,,127.0,38.0,127.0,617780,643.5208333333334,3.0,2.0,2,D,60
4645,9.0,,,,,,57.0,,,,,,0,note_on,,111.0,57.0,111.0,617900,643.6458333333334,4.0,9.0,3,D#,270
4647,9.0,,,,,,57.0,,,,,,0,note_on,,111.0,57.0,111.0,618260,644.0208333333334,4.0,9.0,3,D#,270
4648,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,618260,644.0208333333334,2.0,11.0,5,F,330
4649,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,618260,644.0208333333334,3.0,0.0,0,C,0
4653,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,618740,644.5208333333334,2.0,11.0,5,F,330
4654,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,618740,644.5208333333334,3.0,0.0,0,C,0
4657,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,619220,645.0208333333334,2.0,11.0,5,F,330
4658,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,619220,645.0208333333334,3.0,0.0,0,C,0
4661,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,619700,645.5208333333334,2.0,11.0,5,F,330
4662,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,619700,645.5208333333334,3.0,0.0,0,C,0
4665,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,620180,646.0208333333334,2.0,11.0,5,F,330
4666,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,620180,646.0208333333334,3.0,0.0,0,C,0
4669,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,620660,646.5208333333334,2.0,11.0,5,F,330
4670,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,620660,646.5208333333334,3.0,0.0,0,C,0
4673,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,621140,647.0208333333334,2.0,11.0,5,F,330
4674,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,621140,647.0208333333334,3.0,0.0,0,C,0
4677,9.0,,,,,,46.0,,,,,,0,note_on,,111.0,46.0,111.0,621620,647.5208333333334,3.0,10.0,10,A#,300
4678,9.0,,,,,,38.0,,,,,,0,note_on,,127.0,38.0,127.0,621620,647.5208333333334,3.0,2.0,2,D,60
4681,9.0,,,,,,57.0,,,,,,0,note_on,,111.0,57.0,111.0,621740,647.6458333333334,4.0,9.0,3,D#,270
4683,9.0,,,,,,57.0,,,,,,0,note_on,,111.0,57.0,111.0,622100,648.0208333333334,4.0,9.0,3,D#,270
4684,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,622100,648.0208333333334,2.0,11.0,5,F,330
4685,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,622100,648.0208333333334,3.0,0.0,0,C,0
4689,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,622580,648.5208333333334,2.0,11.0,5,F,330
4690,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,622580,648.5208333333334,3.0,0.0,0,C,0
4693,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,623060,649.0208333333334,2.0,11.0,5,F,330
4694,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,623060,649.0208333333334,3.0,0.0,0,C,0
4697,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,623540,649.5208333333334,2.0,11.0,5,F,330
4698,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,623540,649.5208333333334,3.0,0.0,0,C,0
4701,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,624020,650.0208333333334,2.0,11.0,5,F,330
4702,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,624020,650.0208333333334,3.0,0.0,0,C,0
4705,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,624500,650.5208333333334,2.0,11.0,5,F,330
4706,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,624500,650.5208333333334,3.0,0.0,0,C,0
4709,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,624980,651.0208333333334,2.0,11.0,5,F,330
4710,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,624980,651.0208333333334,3.0,0.0,0,C,0
4713,9.0,,,,,,46.0,,,,,,0,note_on,,111.0,46.0,111.0,625460,651.5208333333334,3.0,10.0,10,A#,300
4714,9.0,,,,,,38.0,,,,,,0,note_on,,127.0,38.0,127.0,625460,651.5208333333334,3.0,2.0,2,D,60
4717,9.0,,,,,,57.0,,,,,,0,note_on,,111.0,57.0,111.0,625580,651.6458333333334,4.0,9.0,3,D#,270
4719,9.0,,,,,,57.0,,,,,,0,note_on,,111.0,57.0,111.0,625940,652.0208333333334,4.0,9.0,3,D#,270
4720,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,625940,652.0208333333334,2.0,11.0,5,F,330
4721,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,625940,652.0208333333334,3.0,0.0,0,C,0
4725,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,626420,652.5208333333334,2.0,11.0,5,F,330
4726,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,626420,652.5208333333334,3.0,0.0,0,C,0
4729,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,626900,653.0208333333334,2.0,11.0,5,F,330
4730,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,626900,653.0208333333334,3.0,0.0,0,C,0
4733,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,627380,653.5208333333334,2.0,11.0,5,F,330
4734,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,627380,653.5208333333334,3.0,0.0,0,C,0
4737,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,627860,654.0208333333334,2.0,11.0,5,F,330
4738,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,627860,654.0208333333334,3.0,0.0,0,C,0
4741,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,628340,654.5208333333334,2.0,11.0,5,F,330
4742,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,628340,654.5208333333334,3.0,0.0,0,C,0
4745,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,628820,655.0208333333334,2.0,11.0,5,F,330
4746,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,628820,655.0208333333334,3.0,0.0,0,C,0
4749,9.0,,,,,,46.0,,,,,,0,note_on,,111.0,46.0,111.0,629300,655.5208333333334,3.0,10.0,10,A#,300
4750,9.0,,,,,,38.0,,,,,,0,note_on,,127.0,38.0,127.0,629300,655.5208333333334,3.0,2.0,2,D,60
4753,9.0,,,,,,57.0,,,,,,0,note_on,,111.0,57.0,111.0,629420,655.6458333333334,4.0,9.0,3,D#,270
4755,9.0,,,,,,35.0,,,,,,3240,note_on,,127.0,35.0,127.0,633020,659.3958333333334,2.0,11.0,5,F,330
4756,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,633020,659.3958333333334,3.0,0.0,0,C,0
4759,9.0,,,,,,46.0,,,,,,0,note_on,,111.0,46.0,111.0,633140,659.5208333333334,3.0,10.0,10,A#,300
4760,9.0,,,,,,38.0,,,,,,0,note_on,,127.0,38.0,127.0,633140,659.5208333333334,3.0,2.0,2,D,60
4763,9.0,,,,,,57.0,,,,,,0,note_on,,111.0,57.0,111.0,633260,659.6458333333334,4.0,9.0,3,D#,270
4765,9.0,,,,,,46.0,,,,,,0,note_on,,111.0,46.0,111.0,633620,660.0208333333334,3.0,10.0,10,A#,300
4766,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,633620,660.0208333333334,2.0,11.0,5,F,330
4767,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,633620,660.0208333333334,3.0,0.0,0,C,0
4771,9.0,,,,,,46.0,,,,,,0,note_on,,111.0,46.0,111.0,634100,660.5208333333334,3.0,10.0,10,A#,300
4772,9.0,,,,,,38.0,,,,,,0,note_on,,127.0,38.0,127.0,634100,660.5208333333334,3.0,2.0,2,D,60
4775,9.0,,,,,,46.0,,,,,,0,note_on,,111.0,46.0,111.0,634580,661.0208333333334,3.0,10.0,10,A#,300
4776,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,634580,661.0208333333334,2.0,11.0,5,F,330
4777,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,634580,661.0208333333334,3.0,0.0,0,C,0
4781,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,634940,661.3958333333334,2.0,11.0,5,F,330
4782,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,634940,661.3958333333334,3.0,0.0,0,C,0
4785,9.0,,,,,,46.0,,,,,,0,note_on,,111.0,46.0,111.0,635060,661.5208333333334,3.0,10.0,10,A#,300
4786,9.0,,,,,,38.0,,,,,,0,note_on,,127.0,38.0,127.0,635060,661.5208333333334,3.0,2.0,2,D,60
4789,9.0,,,,,,57.0,,,,,,0,note_on,,111.0,57.0,111.0,635180,661.6458333333334,4.0,9.0,3,D#,270
4791,9.0,,,,,,46.0,,,,,,0,note_on,,111.0,46.0,111.0,635540,662.0208333333334,3.0,10.0,10,A#,300
4792,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,635540,662.0208333333334,2.0,11.0,5,F,330
4793,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,635540,662.0208333333334,3.0,0.0,0,C,0
4797,9.0,,,,,,46.0,,,,,,0,note_on,,111.0,46.0,111.0,636020,662.5208333333334,3.0,10.0,10,A#,300
4798,9.0,,,,,,35.0,,,,,,0,note_on,,95.0,35.0,95.0,636020,662.5208333333334,2.0,11.0,5,F,330
4799,9.0,,,,,,36.0,,,,,,0,note_on,,95.0,36.0,95.0,636020,662.5208333333334,3.0,0.0,0,C,0
4803,9.0,,,,,,46.0,,,,,,0,note_on,,111.0,46.0,111.0,636380,662.8958333333334,3.0,10.0,10,A#,300
4804,9.0,,,,,,35.0,,,,,,0,note_on,,95.0,35.0,95.0,636380,662.8958333333334,2.0,11.0,5,F,330
4805,9.0,,,,,,36.0,,,,,,0,note_on,,95.0,36.0,95.0,636380,662.8958333333334,3.0,0.0,0,C,0
4809,9.0,,,,,,46.0,,,,,,0,note_on,,111.0,46.0,111.0,636620,663.1458333333334,3.0,10.0,10,A#,300
4810,9.0,,,,,,35.0,,,,,,0,note_on,,95.0,35.0,95.0,636620,663.1458333333334,2.0,11.0,5,F,330
4811,9.0,,,,,,36.0,,,,,,0,note_on,,95.0,36.0,95.0,636620,663.1458333333334,3.0,0.0,0,C,0
4815,9.0,,,,,,35.0,,,,,,0,note_on,,95.0,35.0,95.0,636860,663.3958333333334,2.0,11.0,5,F,330
4816,9.0,,,,,,36.0,,,,,,0,note_on,,95.0,36.0,95.0,636860,663.3958333333334,3.0,0.0,0,C,0
4819,9.0,,,,,,57.0,,,,,,0,note_on,,111.0,57.0,111.0,636980,663.5208333333334,4.0,9.0,3,D#,270
4820,9.0,,,,,,35.0,,,,,,0,note_on,,95.0,35.0,95.0,636980,663.5208333333334,2.0,11.0,5,F,330
4821,9.0,,,,,,36.0,,,,,,0,note_on,,95.0,36.0,95.0,636980,663.5208333333334,3.0,0.0,0,C,0
4825,9.0,,,,,,46.0,,,,,,0,note_on,,111.0,46.0,111.0,637460,664.0208333333334,3.0,10.0,10,A#,300
4826,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,637460,664.0208333333334,2.0,11.0,5,F,330
4827,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,637460,664.0208333333334,3.0,0.0,0,C,0
4831,9.0,,,,,,46.0,,,,,,0,note_on,,111.0,46.0,111.0,637940,664.5208333333334,3.0,10.0,10,A#,300
4832,9.0,,,,,,38.0,,,,,,0,note_on,,127.0,38.0,127.0,637940,664.5208333333334,3.0,2.0,2,D,60
4835,9.0,,,,,,46.0,,,,,,0,note_on,,111.0,46.0,111.0,638420,665.0208333333334,3.0,10.0,10,A#,300
4836,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,638420,665.0208333333334,2.0,11.0,5,F,330
4837,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,638420,665.0208333333334,3.0,0.0,0,C,0
4841,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,638780,665.3958333333334,2.0,11.0,5,F,330
4842,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,638780,665.3958333333334,3.0,0.0,0,C,0
4845,9.0,,,,,,46.0,,,,,,0,note_on,,111.0,46.0,111.0,638900,665.5208333333334,3.0,10.0,10,A#,300
4846,9.0,,,,,,38.0,,,,,,0,note_on,,127.0,38.0,127.0,638900,665.5208333333334,3.0,2.0,2,D,60
4849,9.0,,,,,,57.0,,,,,,0,note_on,,111.0,57.0,111.0,639020,665.6458333333334,4.0,9.0,3,D#,270
4851,9.0,,,,,,46.0,,,,,,0,note_on,,111.0,46.0,111.0,639380,666.0208333333334,3.0,10.0,10,A#,300
4852,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,639380,666.0208333333334,2.0,11.0,5,F,330
4853,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,639380,666.0208333333334,3.0,0.0,0,C,0
4857,9.0,,,,,,46.0,,,,,,0,note_on,,111.0,46.0,111.0,639860,666.5208333333334,3.0,10.0,10,A#,300
4858,9.0,,,,,,38.0,,,,,,0,note_on,,127.0,38.0,127.0,639860,666.5208333333334,3.0,2.0,2,D,60
4861,9.0,,,,,,46.0,,,,,,0,note_on,,111.0,46.0,111.0,640340,667.0208333333334,3.0,10.0,10,A#,300
4862,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,640340,667.0208333333334,2.0,11.0,5,F,330
4863,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,640340,667.0208333333334,3.0,0.0,0,C,0
4867,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,640700,667.3958333333334,2.0,11.0,5,F,330
4868,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,640700,667.3958333333334,3.0,0.0,0,C,0
4871,9.0,,,,,,46.0,,,,,,0,note_on,,111.0,46.0,111.0,640820,667.5208333333334,3.0,10.0,10,A#,300
4872,9.0,,,,,,38.0,,,,,,0,note_on,,127.0,38.0,127.0,640820,667.5208333333334,3.0,2.0,2,D,60
4875,9.0,,,,,,57.0,,,,,,0,note_on,,111.0,57.0,111.0,640940,667.6458333333334,4.0,9.0,3,D#,270
4877,9.0,,,,,,46.0,,,,,,0,note_on,,111.0,46.0,111.0,641300,668.0208333333334,3.0,10.0,10,A#,300
4878,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,641300,668.0208333333334,2.0,11.0,5,F,330
4879,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,641300,668.0208333333334,3.0,0.0,0,C,0
4883,9.0,,,,,,46.0,,,,,,0,note_on,,111.0,46.0,111.0,641780,668.5208333333334,3.0,10.0,10,A#,300
4884,9.0,,,,,,38.0,,,,,,0,note_on,,127.0,38.0,127.0,641780,668.5208333333334,3.0,2.0,2,D,60
4887,9.0,,,,,,46.0,,,,,,0,note_on,,111.0,46.0,111.0,642260,669.0208333333334,3.0,10.0,10,A#,300
4888,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,642260,669.0208333333334,2.0,11.0,5,F,330
4889,9.0,,,,,,36.0,,,,,,0,note_on,,127.0,36.0,127.0,642260,669.0208333333334,3.0,0.0,0,C,0
4893,9.0,,,,,,35.0,,,,,,0,note_on,,127.0,35.0,127.0,642620,669.3958333333334,2.0,11.0,5,F,330
