,channel,control,data,name,note,pitch,program,tempo,text,time,type,value,velocity,note_midi_value,note_velocity,note_time,note_seconds,octave,note_value,note_value_nmd,note_name,angle
2369,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,57408,149.5,2.0,11.0,5,F,330
2374,9.0,,,,51.0,,,,,52,note_on,,112.0,51.0,112.0,57504,149.75,4.0,3.0,9,A,90
2375,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,57504,149.75,3.0,6.0,6,F#,180
2378,9.0,,,,35.0,,,,,4,note_on,,112.0,35.0,112.0,57552,149.875,2.0,11.0,5,F,330
2380,9.0,,,,35.0,,,,,4,note_on,,112.0,35.0,112.0,57600,150.0,2.0,11.0,5,F,330
2381,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,57600,150.0,3.0,6.0,6,F#,180
2384,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,57696,150.25,3.0,6.0,6,F#,180
2385,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,57696,150.25,2.0,11.0,5,F,330
2388,9.0,,,,35.0,,,,,52,note_on,,112.0,35.0,112.0,57792,150.5,2.0,11.0,5,F,330
2389,9.0,,,,40.0,,,,,0,note_on,,112.0,40.0,112.0,57792,150.5,3.0,4.0,4,E,120
2390,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,57792,150.5,3.0,6.0,6,F#,180
2391,9.0,,,,51.0,,,,,0,note_on,,112.0,51.0,112.0,57792,150.5,4.0,3.0,9,A,90
2396,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,57888,150.75,3.0,6.0,6,F#,180
2398,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,57984,151.0,3.0,6.0,6,F#,180
2399,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,57984,151.0,2.0,11.0,5,F,330
2402,9.0,,,,35.0,,,,,52,note_on,,112.0,35.0,112.0,58080,151.25,2.0,11.0,5,F,330
2403,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,58080,151.25,3.0,6.0,6,F#,180
2406,9.0,,,,51.0,,,,,52,note_on,,112.0,51.0,112.0,58176,151.5,4.0,3.0,9,A,90
2407,9.0,,,,40.0,,,,,0,note_on,,112.0,40.0,112.0,58176,151.5,3.0,4.0,4,E,120
2408,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,58176,151.5,2.0,11.0,5,F,330
2409,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,58176,151.5,3.0,6.0,6,F#,180
2414,9.0,,,,51.0,,,,,52,note_on,,112.0,51.0,112.0,58272,151.75,4.0,3.0,9,A,90
2415,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,58272,151.75,3.0,6.0,6,F#,180
2418,9.0,,,,35.0,,,,,4,note_on,,112.0,35.0,112.0,58320,151.875,2.0,11.0,5,F,330
2420,9.0,,,,42.0,,,,,4,note_on,,88.0,42.0,88.0,58368,152.0,3.0,6.0,6,F#,180
2421,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,58368,152.0,2.0,11.0,5,F,330
2424,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,58464,152.25,3.0,6.0,6,F#,180
2425,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,58464,152.25,2.0,11.0,5,F,330
2428,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,58560,152.5,3.0,6.0,6,F#,180
2429,9.0,,,,40.0,,,,,0,note_on,,112.0,40.0,112.0,58560,152.5,3.0,4.0,4,E,120
2430,9.0,,,,51.0,,,,,0,note_on,,112.0,51.0,112.0,58560,152.5,4.0,3.0,9,A,90
2431,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,58560,152.5,2.0,11.0,5,F,330
2436,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,58656,152.75,3.0,6.0,6,F#,180
2438,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,58752,153.0,3.0,6.0,6,F#,180
2439,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,58752,153.0,2.0,11.0,5,F,330
2442,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,58848,153.25,3.0,6.0,6,F#,180
2443,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,58848,153.25,2.0,11.0,5,F,330
2446,9.0,,,,40.0,,,,,52,note_on,,112.0,40.0,112.0,58944,153.5,3.0,4.0,4,E,120
2447,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,58944,153.5,2.0,11.0,5,F,330
2448,9.0,,,,51.0,,,,,0,note_on,,112.0,51.0,112.0,58944,153.5,4.0,3.0,9,A,90
2449,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,58944,153.5,3.0,6.0,6,F#,180
2454,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,59040,153.75,3.0,6.0,6,F#,180
2455,9.0,,,,51.0,,,,,0,note_on,,112.0,51.0,112.0,59040,153.75,4.0,3.0,9,A,90
2458,9.0,,,,35.0,,,,,4,note_on,,112.0,35.0,112.0,59088,153.875,2.0,11.0,5,F,330
2460,9.0,,,,35.0,,,,,4,note_on,,112.0,35.0,112.0,59136,154.0,2.0,11.0,5,F,330
2461,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,59136,154.0,3.0,6.0,6,F#,180
2464,9.0,,,,35.0,,,,,52,note_on,,112.0,35.0,112.0,59232,154.25,2.0,11.0,5,F,330
2465,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,59232,154.25,3.0,6.0,6,F#,180
2468,9.0,,,,51.0,,,,,52,note_on,,112.0,51.0,112.0,59328,154.5,4.0,3.0,9,A,90
2469,9.0,,,,40.0,,,,,0,note_on,,112.0,40.0,112.0,59328,154.5,3.0,4.0,4,E,120
2470,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,59328,154.5,2.0,11.0,5,F,330
2471,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,59328,154.5,3.0,6.0,6,F#,180
2476,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,59424,154.75,3.0,6.0,6,F#,180
2478,9.0,,,,35.0,,,,,52,note_on,,112.0,35.0,112.0,59520,155.0,2.0,11.0,5,F,330
2479,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,59520,155.0,3.0,6.0,6,F#,180
2482,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,59616,155.25,3.0,6.0,6,F#,180
2483,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,59616,155.25,2.0,11.0,5,F,330
2486,9.0,,,,51.0,,,,,52,note_on,,112.0,51.0,112.0,59712,155.5,4.0,3.0,9,A,90
2487,9.0,,,,40.0,,,,,0,note_on,,112.0,40.0,112.0,59712,155.5,3.0,4.0,4,E,120
2488,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,59712,155.5,2.0,11.0,5,F,330
2489,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,59712,155.5,3.0,6.0,6,F#,180
2494,9.0,,,,51.0,,,,,52,note_on,,112.0,51.0,112.0,59808,155.75,4.0,3.0,9,A,90
2495,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,59808,155.75,3.0,6.0,6,F#,180
2498,9.0,,,,35.0,,,,,4,note_on,,112.0,35.0,112.0,59856,155.875,2.0,11.0,5,F,330
2500,9.0,,,,42.0,,,,,4,note_on,,88.0,42.0,88.0,59904,156.0,3.0,6.0,6,F#,180
2501,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,59904,156.0,2.0,11.0,5,F,330
2504,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,60000,156.25,3.0,6.0,6,F#,180
2505,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,60000,156.25,2.0,11.0,5,F,330
2508,9.0,,,,51.0,,,,,52,note_on,,112.0,51.0,112.0,60096,156.5,4.0,3.0,9,A,90
2509,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,60096,156.5,3.0,6.0,6,F#,180
2510,9.0,,,,40.0,,,,,0,note_on,,112.0,40.0,112.0,60096,156.5,3.0,4.0,4,E,120
2511,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,60096,156.5,2.0,11.0,5,F,330
2516,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,60192,156.75,3.0,6.0,6,F#,180
2518,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,60288,157.0,3.0,6.0,6,F#,180
2519,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,60288,157.0,2.0,11.0,5,F,330
2522,9.0,,,,35.0,,,,,52,note_on,,112.0,35.0,112.0,60384,157.25,2.0,11.0,5,F,330
2523,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,60384,157.25,3.0,6.0,6,F#,180
2526,9.0,,,,35.0,,,,,52,note_on,,112.0,35.0,112.0,60480,157.5,2.0,11.0,5,F,330
2527,9.0,,,,51.0,,,,,0,note_on,,112.0,51.0,112.0,60480,157.5,4.0,3.0,9,A,90
2528,9.0,,,,40.0,,,,,0,note_on,,112.0,40.0,112.0,60480,157.5,3.0,4.0,4,E,120
2529,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,60480,157.5,3.0,6.0,6,F#,180
2534,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,60576,157.75,3.0,6.0,6,F#,180
2535,9.0,,,,51.0,,,,,0,note_on,,112.0,51.0,112.0,60576,157.75,4.0,3.0,9,A,90
2538,9.0,,,,35.0,,,,,4,note_on,,112.0,35.0,112.0,60624,157.875,2.0,11.0,5,F,330
2540,9.0,,,,42.0,,,,,4,note_on,,88.0,42.0,88.0,60672,158.0,3.0,6.0,6,F#,180
2541,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,60672,158.0,2.0,11.0,5,F,330
2544,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,60768,158.25,3.0,6.0,6,F#,180
2545,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,60768,158.25,2.0,11.0,5,F,330
2548,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,60864,158.5,3.0,6.0,6,F#,180
2549,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,60864,158.5,2.0,11.0,5,F,330
2550,9.0,,,,51.0,,,,,0,note_on,,112.0,51.0,112.0,60864,158.5,4.0,3.0,9,A,90
2551,9.0,,,,40.0,,,,,0,note_on,,112.0,40.0,112.0,60864,158.5,3.0,4.0,4,E,120
2556,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,60960,158.75,3.0,6.0,6,F#,180
2558,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,61056,159.0,3.0,6.0,6,F#,180
2559,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,61056,159.0,2.0,11.0,5,F,330
2562,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,61152,159.25,3.0,6.0,6,F#,180
2563,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,61152,159.25,2.0,11.0,5,F,330
2566,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,61248,159.5,3.0,6.0,6,F#,180
2567,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,61248,159.5,2.0,11.0,5,F,330
2568,9.0,,,,40.0,,,,,0,note_on,,112.0,40.0,112.0,61248,159.5,3.0,4.0,4,E,120
2569,9.0,,,,51.0,,,,,0,note_on,,112.0,51.0,112.0,61248,159.5,4.0,3.0,9,A,90
2574,9.0,,,,51.0,,,,,52,note_on,,112.0,51.0,112.0,61344,159.75,4.0,3.0,9,A,90
2575,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,61344,159.75,3.0,6.0,6,F#,180
2578,9.0,,,,35.0,,,,,4,note_on,,112.0,35.0,112.0,61392,159.875,2.0,11.0,5,F,330
2580,9.0,,,,42.0,,,,,4,note_on,,88.0,42.0,88.0,61440,160.0,3.0,6.0,6,F#,180
2581,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,61440,160.0,2.0,11.0,5,F,330
2584,9.0,,,,35.0,,,,,52,note_on,,112.0,35.0,112.0,61536,160.25,2.0,11.0,5,F,330
2585,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,61536,160.25,3.0,6.0,6,F#,180
2588,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,61632,160.5,3.0,6.0,6,F#,180
2589,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,61632,160.5,2.0,11.0,5,F,330
2590,9.0,,,,51.0,,,,,0,note_on,,112.0,51.0,112.0,61632,160.5,4.0,3.0,9,A,90
2591,9.0,,,,40.0,,,,,0,note_on,,112.0,40.0,112.0,61632,160.5,3.0,4.0,4,E,120
2596,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,61728,160.75,3.0,6.0,6,F#,180
2598,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,61824,161.0,3.0,6.0,6,F#,180
2599,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,61824,161.0,2.0,11.0,5,F,330
2602,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,61920,161.25,3.0,6.0,6,F#,180
2603,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,61920,161.25,2.0,11.0,5,F,330
2606,9.0,,,,40.0,,,,,52,note_on,,112.0,40.0,112.0,62016,161.5,3.0,4.0,4,E,120
2607,9.0,,,,51.0,,,,,0,note_on,,112.0,51.0,112.0,62016,161.5,4.0,3.0,9,A,90
2608,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,62016,161.5,3.0,6.0,6,F#,180
2609,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,62016,161.5,2.0,11.0,5,F,330
2614,9.0,,,,51.0,,,,,52,note_on,,112.0,51.0,112.0,62112,161.75,4.0,3.0,9,A,90
2615,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,62112,161.75,3.0,6.0,6,F#,180
2618,9.0,,,,35.0,,,,,4,note_on,,112.0,35.0,112.0,62160,161.875,2.0,11.0,5,F,330
2620,9.0,,,,35.0,,,,,4,note_on,,112.0,35.0,112.0,62208,162.0,2.0,11.0,5,F,330
2621,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,62208,162.0,3.0,6.0,6,F#,180
2624,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,62304,162.25,3.0,6.0,6,F#,180
2625,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,62304,162.25,2.0,11.0,5,F,330
2628,9.0,,,,51.0,,,,,52,note_on,,112.0,51.0,112.0,62400,162.5,4.0,3.0,9,A,90
2629,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,62400,162.5,2.0,11.0,5,F,330
2630,9.0,,,,40.0,,,,,0,note_on,,112.0,40.0,112.0,62400,162.5,3.0,4.0,4,E,120
2631,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,62400,162.5,3.0,6.0,6,F#,180
2636,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,62496,162.75,3.0,6.0,6,F#,180
2638,9.0,,,,35.0,,,,,52,note_on,,112.0,35.0,112.0,62592,163.0,2.0,11.0,5,F,330
2639,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,62592,163.0,3.0,6.0,6,F#,180
2642,9.0,,,,35.0,,,,,52,note_on,,112.0,35.0,112.0,62688,163.25,2.0,11.0,5,F,330
2643,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,62688,163.25,3.0,6.0,6,F#,180
2646,9.0,,,,51.0,,,,,52,note_on,,112.0,51.0,112.0,62784,163.5,4.0,3.0,9,A,90
2647,9.0,,,,40.0,,,,,0,note_on,,112.0,40.0,112.0,62784,163.5,3.0,4.0,4,E,120
2648,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,62784,163.5,3.0,6.0,6,F#,180
2649,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,62784,163.5,2.0,11.0,5,F,330
2654,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,62880,163.75,3.0,6.0,6,F#,180
2655,9.0,,,,51.0,,,,,0,note_on,,112.0,51.0,112.0,62880,163.75,4.0,3.0,9,A,90
2658,9.0,,,,35.0,,,,,4,note_on,,112.0,35.0,112.0,62928,163.875,2.0,11.0,5,F,330
2660,9.0,,,,35.0,,,,,4,note_on,,112.0,35.0,112.0,62976,164.0,2.0,11.0,5,F,330
2661,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,62976,164.0,3.0,6.0,6,F#,180
2664,9.0,,,,35.0,,,,,52,note_on,,112.0,35.0,112.0,63072,164.25,2.0,11.0,5,F,330
2665,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,63072,164.25,3.0,6.0,6,F#,180
2668,9.0,,,,35.0,,,,,52,note_on,,112.0,35.0,112.0,63168,164.5,2.0,11.0,5,F,330
2669,9.0,,,,40.0,,,,,0,note_on,,112.0,40.0,112.0,63168,164.5,3.0,4.0,4,E,120
2670,9.0,,,,51.0,,,,,0,note_on,,112.0,51.0,112.0,63168,164.5,4.0,3.0,9,A,90
2671,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,63168,164.5,3.0,6.0,6,F#,180
2676,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,63264,164.75,3.0,6.0,6,F#,180
2678,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,63360,165.0,3.0,6.0,6,F#,180
2679,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,63360,165.0,2.0,11.0,5,F,330
2682,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,63456,165.25,3.0,6.0,6,F#,180
2683,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,63456,165.25,2.0,11.0,5,F,330
2686,9.0,,,,51.0,,,,,52,note_on,,112.0,51.0,112.0,63552,165.5,4.0,3.0,9,A,90
2687,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,63552,165.5,2.0,11.0,5,F,330
2688,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,63552,165.5,3.0,6.0,6,F#,180
2689,9.0,,,,40.0,,,,,0,note_on,,112.0,40.0,112.0,63552,165.5,3.0,4.0,4,E,120
2694,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,63648,165.75,3.0,6.0,6,F#,180
2695,9.0,,,,51.0,,,,,0,note_on,,112.0,51.0,112.0,63648,165.75,4.0,3.0,9,A,90
2698,9.0,,,,35.0,,,,,4,note_on,,112.0,35.0,112.0,63696,165.875,2.0,11.0,5,F,330
2700,9.0,,,,35.0,,,,,4,note_on,,112.0,35.0,112.0,63744,166.0,2.0,11.0,5,F,330
2701,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,63744,166.0,3.0,6.0,6,F#,180
2704,9.0,,,,35.0,,,,,52,note_on,,112.0,35.0,112.0,63840,166.25,2.0,11.0,5,F,330
2705,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,63840,166.25,3.0,6.0,6,F#,180
2708,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,63936,166.5,3.0,6.0,6,F#,180
2709,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,63936,166.5,2.0,11.0,5,F,330
2710,9.0,,,,51.0,,,,,0,note_on,,112.0,51.0,112.0,63936,166.5,4.0,3.0,9,A,90
2711,9.0,,,,40.0,,,,,0,note_on,,112.0,40.0,112.0,63936,166.5,3.0,4.0,4,E,120
2716,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,64032,166.75,3.0,6.0,6,F#,180
2718,9.0,,,,35.0,,,,,52,note_on,,112.0,35.0,112.0,64128,167.0,2.0,11.0,5,F,330
2719,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,64128,167.0,3.0,6.0,6,F#,180
2722,9.0,,,,35.0,,,,,52,note_on,,112.0,35.0,112.0,64224,167.25,2.0,11.0,5,F,330
2723,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,64224,167.25,3.0,6.0,6,F#,180
2726,9.0,,,,40.0,,,,,52,note_on,,112.0,40.0,112.0,64320,167.5,3.0,4.0,4,E,120
2727,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,64320,167.5,3.0,6.0,6,F#,180
2728,9.0,,,,51.0,,,,,0,note_on,,112.0,51.0,112.0,64320,167.5,4.0,3.0,9,A,90
2729,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,64320,167.5,2.0,11.0,5,F,330
2734,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,64416,167.75,3.0,6.0,6,F#,180
2735,9.0,,,,51.0,,,,,0,note_on,,112.0,51.0,112.0,64416,167.75,4.0,3.0,9,A,90
2738,9.0,,,,35.0,,,,,4,note_on,,112.0,35.0,112.0,64464,167.875,2.0,11.0,5,F,330
2740,9.0,,,,35.0,,,,,4,note_on,,112.0,35.0,112.0,64512,168.0,2.0,11.0,5,F,330
2741,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,64512,168.0,3.0,6.0,6,F#,180
2744,9.0,,,,35.0,,,,,52,note_on,,112.0,35.0,112.0,64608,168.25,2.0,11.0,5,F,330
2745,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,64608,168.25,3.0,6.0,6,F#,180
2748,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,64704,168.5,3.0,6.0,6,F#,180
2749,9.0,,,,51.0,,,,,0,note_on,,112.0,51.0,112.0,64704,168.5,4.0,3.0,9,A,90
2750,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,64704,168.5,2.0,11.0,5,F,330
2751,9.0,,,,40.0,,,,,0,note_on,,112.0,40.0,112.0,64704,168.5,3.0,4.0,4,E,120
2756,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,64800,168.75,3.0,6.0,6,F#,180
2758,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,64896,169.0,3.0,6.0,6,F#,180
2759,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,64896,169.0,2.0,11.0,5,F,330
2762,9.0,,,,35.0,,,,,52,note_on,,112.0,35.0,112.0,64992,169.25,2.0,11.0,5,F,330
2763,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,64992,169.25,3.0,6.0,6,F#,180
2766,9.0,,,,35.0,,,,,52,note_on,,112.0,35.0,112.0,65088,169.5,2.0,11.0,5,F,330
2767,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,65088,169.5,3.0,6.0,6,F#,180
2768,9.0,,,,40.0,,,,,0,note_on,,112.0,40.0,112.0,65088,169.5,3.0,4.0,4,E,120
2769,9.0,,,,51.0,,,,,0,note_on,,112.0,51.0,112.0,65088,169.5,4.0,3.0,9,A,90
2774,9.0,,,,51.0,,,,,52,note_on,,112.0,51.0,112.0,65184,169.75,4.0,3.0,9,A,90
2775,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,65184,169.75,3.0,6.0,6,F#,180
2778,9.0,,,,35.0,,,,,4,note_on,,112.0,35.0,112.0,65232,169.875,2.0,11.0,5,F,330
2780,9.0,,,,42.0,,,,,4,note_on,,112.0,42.0,112.0,65280,170.0,3.0,6.0,6,F#,180
2781,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,65280,170.0,2.0,11.0,5,F,330
2784,9.0,,,,35.0,,,,,52,note_on,,112.0,35.0,112.0,65376,170.25,2.0,11.0,5,F,330
2785,9.0,,,,42.0,,,,,0,note_on,,107.0,42.0,107.0,65376,170.25,3.0,6.0,6,F#,180
2788,9.0,,,,40.0,,,,,52,note_on,,103.0,40.0,103.0,65472,170.5,3.0,4.0,4,E,120
2789,9.0,,,,51.0,,,,,0,note_on,,103.0,51.0,103.0,65472,170.5,4.0,3.0,9,A,90
2790,9.0,,,,35.0,,,,,0,note_on,,103.0,35.0,103.0,65472,170.5,2.0,11.0,5,F,330
2791,9.0,,,,42.0,,,,,0,note_on,,103.0,42.0,103.0,65472,170.5,3.0,6.0,6,F#,180
2796,9.0,,,,42.0,,,,,52,note_on,,100.0,42.0,100.0,65568,170.75,3.0,6.0,6,F#,180
2798,9.0,,,,42.0,,,,,52,note_on,,97.0,42.0,97.0,65664,171.0,3.0,6.0,6,F#,180
2799,9.0,,,,35.0,,,,,0,note_on,,97.0,35.0,97.0,65664,171.0,2.0,11.0,5,F,330
2802,9.0,,,,35.0,,,,,52,note_on,,95.0,35.0,95.0,65760,171.25,2.0,11.0,5,F,330
2803,9.0,,,,42.0,,,,,0,note_on,,95.0,42.0,95.0,65760,171.25,3.0,6.0,6,F#,180
2806,9.0,,,,51.0,,,,,52,note_on,,92.0,51.0,92.0,65856,171.5,4.0,3.0,9,A,90
2807,9.0,,,,35.0,,,,,0,note_on,,92.0,35.0,92.0,65856,171.5,2.0,11.0,5,F,330
2808,9.0,,,,40.0,,,,,0,note_on,,92.0,40.0,92.0,65856,171.5,3.0,4.0,4,E,120
2809,9.0,,,,42.0,,,,,0,note_on,,92.0,42.0,92.0,65856,171.5,3.0,6.0,6,F#,180
2814,9.0,,,,51.0,,,,,52,note_on,,89.0,51.0,89.0,65952,171.75,4.0,3.0,9,A,90
2815,9.0,,,,42.0,,,,,0,note_on,,89.0,42.0,89.0,65952,171.75,3.0,6.0,6,F#,180
2818,9.0,,,,35.0,,,,,4,note_on,,88.0,35.0,88.0,66000,171.875,2.0,11.0,5,F,330
2820,9.0,,,,35.0,,,,,4,note_on,,88.0,35.0,88.0,66048,172.0,2.0,11.0,5,F,330
2821,9.0,,,,42.0,,,,,0,note_on,,87.0,42.0,87.0,66048,172.0,3.0,6.0,6,F#,180
2824,9.0,,,,42.0,,,,,52,note_on,,83.0,42.0,83.0,66144,172.25,3.0,6.0,6,F#,180
2825,9.0,,,,35.0,,,,,0,note_on,,87.0,35.0,87.0,66144,172.25,2.0,11.0,5,F,330
2828,9.0,,,,40.0,,,,,52,note_on,,78.0,40.0,78.0,66240,172.5,3.0,4.0,4,E,120
2829,9.0,,,,51.0,,,,,0,note_on,,78.0,51.0,78.0,66240,172.5,4.0,3.0,9,A,90
2830,9.0,,,,35.0,,,,,0,note_on,,78.0,35.0,78.0,66240,172.5,2.0,11.0,5,F,330
2831,9.0,,,,42.0,,,,,0,note_on,,78.0,42.0,78.0,66240,172.5,3.0,6.0,6,F#,180
2836,9.0,,,,42.0,,,,,52,note_on,,75.0,42.0,75.0,66336,172.75,3.0,6.0,6,F#,180
2838,9.0,,,,35.0,,,,,52,note_on,,72.0,35.0,72.0,66432,173.0,2.0,11.0,5,F,330
2839,9.0,,,,42.0,,,,,0,note_on,,72.0,42.0,72.0,66432,173.0,3.0,6.0,6,F#,180
2842,9.0,,,,35.0,,,,,52,note_on,,69.0,35.0,69.0,66528,173.25,2.0,11.0,5,F,330
2843,9.0,,,,42.0,,,,,0,note_on,,69.0,42.0,69.0,66528,173.25,3.0,6.0,6,F#,180
2846,9.0,,,,42.0,,,,,52,note_on,,67.0,42.0,67.0,66624,173.5,3.0,6.0,6,F#,180
