,channel,control,data,name,note,pitch,program,tempo,text,time,type,value,velocity,note_midi_value,note_velocity,note_time,note_seconds,octave,note_value,note_value_nmd,note_name,angle
10871,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,17616,45.875,4.0,5.0,11,B,150
10873,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,17664,46.0,4.0,7.0,1,C#,210
10875,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,17712,46.125,4.0,5.0,11,B,150
10877,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,17760,46.25,4.0,7.0,1,C#,210
10879,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,17808,46.375,4.0,5.0,11,B,150
10881,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,17856,46.5,4.0,7.0,1,C#,210
10883,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,17904,46.625,4.0,5.0,11,B,150
10885,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,17952,46.75,4.0,7.0,1,C#,210
10887,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,18000,46.875,4.0,5.0,11,B,150
10889,5.0,,,,55.0,,,,,52,note_on,,112.0,55.0,112.0,18096,47.125,4.0,7.0,1,C#,210
10891,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,18144,47.25,4.0,7.0,1,C#,210
10893,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,18192,47.375,4.0,5.0,11,B,150
10895,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,18240,47.5,4.0,7.0,1,C#,210
10897,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,18288,47.625,4.0,5.0,11,B,150
10899,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,18336,47.75,4.0,7.0,1,C#,210
10901,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,18384,47.875,4.0,5.0,11,B,150
10903,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,18432,48.0,4.0,7.0,1,C#,210
10905,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,18480,48.125,4.0,5.0,11,B,150
10907,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,18528,48.25,4.0,7.0,1,C#,210
10909,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,18576,48.375,4.0,5.0,11,B,150
10911,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,18624,48.5,4.0,7.0,1,C#,210
10913,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,18672,48.625,4.0,5.0,11,B,150
10915,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,18720,48.75,4.0,7.0,1,C#,210
10917,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,18768,48.875,4.0,5.0,11,B,150
10919,5.0,,,,55.0,,,,,52,note_on,,112.0,55.0,112.0,18864,49.125,4.0,7.0,1,C#,210
10921,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,18912,49.25,4.0,7.0,1,C#,210
10923,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,18960,49.375,4.0,5.0,11,B,150
10925,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,19008,49.5,4.0,7.0,1,C#,210
10927,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,19056,49.625,4.0,5.0,11,B,150
10929,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,19104,49.75,4.0,7.0,1,C#,210
10931,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,19152,49.875,4.0,5.0,11,B,150
10933,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,19200,50.0,4.0,7.0,1,C#,210
10935,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,19248,50.125,4.0,5.0,11,B,150
10937,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,19296,50.25,4.0,7.0,1,C#,210
10939,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,19344,50.375,4.0,5.0,11,B,150
10941,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,19392,50.5,4.0,7.0,1,C#,210
10943,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,19440,50.625,4.0,5.0,11,B,150
10945,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,19488,50.75,4.0,7.0,1,C#,210
10947,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,19536,50.875,4.0,5.0,11,B,150
10949,5.0,,,,55.0,,,,,52,note_on,,112.0,55.0,112.0,19632,51.125,4.0,7.0,1,C#,210
10951,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,19680,51.25,4.0,7.0,1,C#,210
10953,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,19728,51.375,4.0,5.0,11,B,150
10955,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,19776,51.5,4.0,7.0,1,C#,210
10957,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,19824,51.625,4.0,5.0,11,B,150
10959,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,19872,51.75,4.0,7.0,1,C#,210
10961,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,19920,51.875,4.0,5.0,11,B,150
10963,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,19968,52.0,4.0,7.0,1,C#,210
10965,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,20016,52.125,4.0,5.0,11,B,150
10967,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,20064,52.25,4.0,7.0,1,C#,210
10969,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,20112,52.375,4.0,5.0,11,B,150
10971,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,20160,52.5,4.0,7.0,1,C#,210
10973,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,20208,52.625,4.0,5.0,11,B,150
10975,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,20256,52.75,4.0,7.0,1,C#,210
10977,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,20304,52.875,4.0,5.0,11,B,150
10979,5.0,,,,55.0,,,,,52,note_on,,112.0,55.0,112.0,20400,53.125,4.0,7.0,1,C#,210
10981,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,20448,53.25,4.0,7.0,1,C#,210
10983,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,20496,53.375,4.0,5.0,11,B,150
10985,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,20544,53.5,4.0,7.0,1,C#,210
10987,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,20592,53.625,4.0,5.0,11,B,150
10989,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,20640,53.75,4.0,7.0,1,C#,210
10991,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,20688,53.875,4.0,5.0,11,B,150
10993,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,20736,54.0,4.0,7.0,1,C#,210
10995,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,20784,54.125,4.0,5.0,11,B,150
10997,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,20832,54.25,4.0,7.0,1,C#,210
10999,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,20880,54.375,4.0,5.0,11,B,150
11001,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,20928,54.5,4.0,7.0,1,C#,210
11003,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,20976,54.625,4.0,5.0,11,B,150
11005,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,21024,54.75,4.0,7.0,1,C#,210
11007,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,21072,54.875,4.0,5.0,11,B,150
11009,5.0,,,,55.0,,,,,52,note_on,,112.0,55.0,112.0,21168,55.125,4.0,7.0,1,C#,210
11011,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,21216,55.25,4.0,7.0,1,C#,210
11013,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,21264,55.375,4.0,5.0,11,B,150
11015,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,21312,55.5,4.0,7.0,1,C#,210
11017,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,21360,55.625,4.0,5.0,11,B,150
11019,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,21408,55.75,4.0,7.0,1,C#,210
11021,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,21456,55.875,4.0,5.0,11,B,150
11023,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,21504,56.0,4.0,7.0,1,C#,210
11025,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,21552,56.125,4.0,5.0,11,B,150
11027,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,21600,56.25,4.0,7.0,1,C#,210
11029,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,21648,56.375,4.0,5.0,11,B,150
11031,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,21696,56.5,4.0,7.0,1,C#,210
11033,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,21744,56.625,4.0,5.0,11,B,150
11035,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,21792,56.75,4.0,7.0,1,C#,210
11037,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,21840,56.875,4.0,5.0,11,B,150
11039,5.0,,,,55.0,,,,,52,note_on,,112.0,55.0,112.0,21936,57.125,4.0,7.0,1,C#,210
11041,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,21984,57.25,4.0,7.0,1,C#,210
11043,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,22032,57.375,4.0,5.0,11,B,150
11045,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,22080,57.5,4.0,7.0,1,C#,210
11047,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,22128,57.625,4.0,5.0,11,B,150
11049,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,22176,57.75,4.0,7.0,1,C#,210
11051,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,22224,57.875,4.0,5.0,11,B,150
11053,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,22272,58.0,4.0,7.0,1,C#,210
11055,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,22320,58.125,4.0,5.0,11,B,150
11057,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,22368,58.25,4.0,7.0,1,C#,210
11059,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,22416,58.375,4.0,5.0,11,B,150
11061,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,22464,58.5,4.0,7.0,1,C#,210
11063,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,22512,58.625,4.0,5.0,11,B,150
11065,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,22560,58.75,4.0,7.0,1,C#,210
11067,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,22608,58.875,4.0,5.0,11,B,150
11069,5.0,,,,55.0,,,,,52,note_on,,112.0,55.0,112.0,22704,59.125,4.0,7.0,1,C#,210
11071,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,22752,59.25,4.0,7.0,1,C#,210
11073,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,22800,59.375,4.0,5.0,11,B,150
11075,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,22848,59.5,4.0,7.0,1,C#,210
11077,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,22896,59.625,4.0,5.0,11,B,150
11079,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,22944,59.75,4.0,7.0,1,C#,210
11081,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,22992,59.875,4.0,5.0,11,B,150
11083,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,23040,60.0,4.0,7.0,1,C#,210
11085,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,23088,60.125,4.0,5.0,11,B,150
11087,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,23136,60.25,4.0,7.0,1,C#,210
11089,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,23184,60.375,4.0,5.0,11,B,150
11091,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,23232,60.5,4.0,7.0,1,C#,210
11093,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,23280,60.625,4.0,5.0,11,B,150
11095,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,23328,60.75,4.0,7.0,1,C#,210
11097,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,23376,60.875,4.0,5.0,11,B,150
11099,5.0,,,,55.0,,,,,52,note_on,,112.0,55.0,112.0,23472,61.125,4.0,7.0,1,C#,210
11101,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,23520,61.25,4.0,7.0,1,C#,210
11103,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,23568,61.375,4.0,5.0,11,B,150
11105,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,23616,61.5,4.0,7.0,1,C#,210
11107,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,23664,61.625,4.0,5.0,11,B,150
11109,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,23712,61.75,4.0,7.0,1,C#,210
11111,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,23760,61.875,4.0,5.0,11,B,150
11113,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,23808,62.0,4.0,7.0,1,C#,210
11115,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,23856,62.125,4.0,5.0,11,B,150
11117,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,23904,62.25,4.0,7.0,1,C#,210
11119,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,23952,62.375,4.0,5.0,11,B,150
11121,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,24000,62.5,4.0,7.0,1,C#,210
11123,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,24048,62.625,4.0,5.0,11,B,150
11125,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,24096,62.75,4.0,7.0,1,C#,210
11127,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,24144,62.875,4.0,5.0,11,B,150
11129,5.0,,,,55.0,,,,,52,note_on,,112.0,55.0,112.0,24240,63.125,4.0,7.0,1,C#,210
11131,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,24288,63.25,4.0,7.0,1,C#,210
11133,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,24336,63.375,4.0,5.0,11,B,150
11135,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,24384,63.5,4.0,7.0,1,C#,210
11137,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,24432,63.625,4.0,5.0,11,B,150
11139,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,24480,63.75,4.0,7.0,1,C#,210
11141,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,24528,63.875,4.0,5.0,11,B,150
11143,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,24576,64.0,4.0,7.0,1,C#,210
11145,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,24624,64.125,4.0,5.0,11,B,150
11147,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,24672,64.25,4.0,7.0,1,C#,210
11149,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,24720,64.375,4.0,5.0,11,B,150
11151,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,24768,64.5,4.0,7.0,1,C#,210
11153,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,24816,64.625,4.0,5.0,11,B,150
11155,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,24864,64.75,4.0,7.0,1,C#,210
11157,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,24912,64.875,4.0,5.0,11,B,150
11159,5.0,,,,55.0,,,,,52,note_on,,112.0,55.0,112.0,25008,65.125,4.0,7.0,1,C#,210
11161,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,25056,65.25,4.0,7.0,1,C#,210
11163,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,25104,65.375,4.0,5.0,11,B,150
11165,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,25152,65.5,4.0,7.0,1,C#,210
11167,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,25200,65.625,4.0,5.0,11,B,150
11169,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,25248,65.75,4.0,7.0,1,C#,210
11171,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,25296,65.875,4.0,5.0,11,B,150
11173,5.0,,,,55.0,,,,,3076,note_on,,112.0,55.0,112.0,28416,74.0,4.0,7.0,1,C#,210
11175,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,28464,74.125,4.0,5.0,11,B,150
11177,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,28512,74.25,4.0,7.0,1,C#,210
11179,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,28560,74.375,4.0,5.0,11,B,150
11181,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,28608,74.5,4.0,7.0,1,C#,210
11183,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,28656,74.625,4.0,5.0,11,B,150
11185,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,28704,74.75,4.0,7.0,1,C#,210
11187,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,28752,74.875,4.0,5.0,11,B,150
11189,5.0,,,,55.0,,,,,52,note_on,,112.0,55.0,112.0,28848,75.125,4.0,7.0,1,C#,210
11191,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,28896,75.25,4.0,7.0,1,C#,210
11193,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,28944,75.375,4.0,5.0,11,B,150
11195,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,28992,75.5,4.0,7.0,1,C#,210
11197,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,29040,75.625,4.0,5.0,11,B,150
11199,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,29088,75.75,4.0,7.0,1,C#,210
11201,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,29136,75.875,4.0,5.0,11,B,150
11203,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,29184,76.0,4.0,7.0,1,C#,210
11205,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,29232,76.125,4.0,5.0,11,B,150
11207,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,29280,76.25,4.0,7.0,1,C#,210
11209,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,29328,76.375,4.0,5.0,11,B,150
11211,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,29376,76.5,4.0,7.0,1,C#,210
11213,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,29424,76.625,4.0,5.0,11,B,150
11215,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,29472,76.75,4.0,7.0,1,C#,210
11217,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,29520,76.875,4.0,5.0,11,B,150
11219,5.0,,,,55.0,,,,,52,note_on,,112.0,55.0,112.0,29616,77.125,4.0,7.0,1,C#,210
11221,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,29664,77.25,4.0,7.0,1,C#,210
11223,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,29712,77.375,4.0,5.0,11,B,150
11225,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,29760,77.5,4.0,7.0,1,C#,210
11227,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,29808,77.625,4.0,5.0,11,B,150
11229,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,29856,77.75,4.0,7.0,1,C#,210
11231,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,29904,77.875,4.0,5.0,11,B,150
11233,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,29952,78.0,4.0,7.0,1,C#,210
11235,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,30000,78.125,4.0,5.0,11,B,150
11237,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,30048,78.25,4.0,7.0,1,C#,210
11239,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,30096,78.375,4.0,5.0,11,B,150
11241,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,30144,78.5,4.0,7.0,1,C#,210
11243,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,30192,78.625,4.0,5.0,11,B,150
11245,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,30240,78.75,4.0,7.0,1,C#,210
11247,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,30288,78.875,4.0,5.0,11,B,150
11249,5.0,,,,55.0,,,,,52,note_on,,112.0,55.0,112.0,30384,79.125,4.0,7.0,1,C#,210
11251,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,30432,79.25,4.0,7.0,1,C#,210
11253,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,30480,79.375,4.0,5.0,11,B,150
11255,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,30528,79.5,4.0,7.0,1,C#,210
11257,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,30576,79.625,4.0,5.0,11,B,150
11259,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,30624,79.75,4.0,7.0,1,C#,210
11261,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,30672,79.875,4.0,5.0,11,B,150
11263,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,30720,80.0,4.0,7.0,1,C#,210
11265,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,30768,80.125,4.0,5.0,11,B,150
11267,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,30816,80.25,4.0,7.0,1,C#,210
11269,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,30864,80.375,4.0,5.0,11,B,150
11271,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,30912,80.5,4.0,7.0,1,C#,210
11273,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,30960,80.625,4.0,5.0,11,B,150
11275,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,31008,80.75,4.0,7.0,1,C#,210
11277,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,31056,80.875,4.0,5.0,11,B,150
11279,5.0,,,,55.0,,,,,52,note_on,,112.0,55.0,112.0,31152,81.125,4.0,7.0,1,C#,210
11281,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,31200,81.25,4.0,7.0,1,C#,210
11283,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,31248,81.375,4.0,5.0,11,B,150
11285,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,31296,81.5,4.0,7.0,1,C#,210
11287,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,31344,81.625,4.0,5.0,11,B,150
11289,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,31392,81.75,4.0,7.0,1,C#,210
11291,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,31440,81.875,4.0,5.0,11,B,150
11293,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,31488,82.0,4.0,7.0,1,C#,210
11295,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,31536,82.125,4.0,5.0,11,B,150
11297,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,31584,82.25,4.0,7.0,1,C#,210
11299,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,31632,82.375,4.0,5.0,11,B,150
11301,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,31680,82.5,4.0,7.0,1,C#,210
11303,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,31728,82.625,4.0,5.0,11,B,150
11305,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,31776,82.75,4.0,7.0,1,C#,210
11307,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,31824,82.875,4.0,5.0,11,B,150
11309,5.0,,,,55.0,,,,,52,note_on,,112.0,55.0,112.0,31920,83.125,4.0,7.0,1,C#,210
11311,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,31968,83.25,4.0,7.0,1,C#,210
11313,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,32016,83.375,4.0,5.0,11,B,150
11315,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,32064,83.5,4.0,7.0,1,C#,210
11317,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,32112,83.625,4.0,5.0,11,B,150
11319,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,32160,83.75,4.0,7.0,1,C#,210
11321,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,32208,83.875,4.0,5.0,11,B,150
11323,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,32256,84.0,4.0,7.0,1,C#,210
11325,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,32304,84.125,4.0,5.0,11,B,150
11327,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,32352,84.25,4.0,7.0,1,C#,210
11329,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,32400,84.375,4.0,5.0,11,B,150
11331,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,32448,84.5,4.0,7.0,1,C#,210
11333,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,32496,84.625,4.0,5.0,11,B,150
11335,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,32544,84.75,4.0,7.0,1,C#,210
11337,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,32592,84.875,4.0,5.0,11,B,150
11339,5.0,,,,55.0,,,,,52,note_on,,112.0,55.0,112.0,32688,85.125,4.0,7.0,1,C#,210
11341,5.0,,,,55.0,,,,,4,note_on,,112.0,55.0,112.0,32736,85.25,4.0,7.0,1,C#,210
11343,5.0,,,,53.0,,,,,4,note_on,,112.0,53.0,112.0,32784,85.375,4.0,5.0,11,B,150
